chapter	section	category_code	category_name_cn	subcategory_code	subcategory_name_cn	diagnosis_code	diagnosis_name_cn	chapter_code	parent_code	is_subtype	subtype_number	code_level	diagnosis_name_en	category_name_en	subcategory_name_en	english_mapping_confidence	who_icd_code	who_name_en	structural_name_en	semantic_name_en	english_mapping_type	semantic_source
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.2	口蜂窝织炎和脓肿	K12.216	牙源性面部皮肤瘘	K12	K12.2	FALSE		diagnosis	Cellulitis and abscess of mouth	Stomatitis and related lesions	Cellulitis and abscess of mouth	MEDIUM	K12.2	Cellulitis and abscess of mouth	Cellulitis and abscess of mouth	Odontogenic cutaneous fistula of face	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.2	口蜂窝织炎和脓肿	K12.217	颌面间隙感染	K12	K12.2	FALSE		diagnosis	Cellulitis and abscess of mouth	Stomatitis and related lesions	Cellulitis and abscess of mouth	MEDIUM	K12.2	Cellulitis and abscess of mouth	Cellulitis and abscess of mouth	Maxillofacial space infection	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.2	口蜂窝织炎和脓肿	K12.218	颊黏膜脓肿	K12	K12.2	FALSE		diagnosis	Cellulitis and abscess of mouth	Stomatitis and related lesions	Cellulitis and abscess of mouth	MEDIUM	K12.2	Cellulitis and abscess of mouth	Cellulitis and abscess of mouth	Abscess of buccal mucosa	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.3	口腔粘膜炎（溃疡性）	K12.300	口腔黏膜炎（溃疡）	K12	K12.3	FALSE		diagnosis	Oral mucositis (ulcerative)	Stomatitis and related lesions	Oral mucositis (ulcerative)	HIGH	K12.3	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.3	口腔粘膜炎（溃疡性）	K12.301	黏膜炎（口腔）（口咽）	K12	K12.3	FALSE		diagnosis	Oral mucositis (ulcerative)	Stomatitis and related lesions	Oral mucositis (ulcerative)	MEDIUM	K12.3	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.3	口腔粘膜炎（溃疡性）	K12.302	药物性黏膜炎（口腔）（口咽）	K12	K12.3	FALSE		diagnosis	Oral mucositis (ulcerative)	Stomatitis and related lesions	Oral mucositis (ulcerative)	MEDIUM	K12.3	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	Drug-induced oral and oropharyngeal mucositis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.3	口腔粘膜炎（溃疡性）	K12.303	放射性黏膜炎（口腔）（口咽）	K12	K12.3	FALSE		diagnosis	Oral mucositis (ulcerative)	Stomatitis and related lesions	Oral mucositis (ulcerative)	MEDIUM	K12.3	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	Radiation-induced oral and oropharyngeal mucositis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.3	口腔粘膜炎（溃疡性）	K12.304	病毒性黏膜炎（口腔）（口咽）	K12	K12.3	FALSE		diagnosis	Oral mucositis (ulcerative)	Stomatitis and related lesions	Oral mucositis (ulcerative)	MEDIUM	K12.3	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	Viral oral and oropharyngeal mucositis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K12	口炎和有关损害	K12.3	口腔粘膜炎（溃疡性）	K12.305	腭黏膜炎	K12	K12.3	FALSE		diagnosis	Oral mucositis (ulcerative)	Stomatitis and related lesions	Oral mucositis (ulcerative)	MEDIUM	K12.3	Oral mucositis (ulcerative)	Oral mucositis (ulcerative)	Palatal mucositis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000	唇疾病	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	HIGH	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x001	感染性口角炎	K13	K13.000	TRUE	001	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Infective angular cheilitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x006	剥脱性唇炎	K13	K13.000	TRUE	006	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Exfoliative cheilitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x007	腺性唇炎	K13	K13.000	TRUE	007	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Cheilitis glandularis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x012	唇表皮化	K13	K13.000	TRUE	012	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Epidermization of lip	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x014	唇黏液囊肿	K13	K13.000	TRUE	014	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Mucocele of lip	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x016	烧伤后唇畸形	K13	K13.000	TRUE	016	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Post-burn deformity of lip	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x017	变应性接触性唇炎	K13	K13.000	TRUE	017	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Allergic contact cheilitis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x018	唇脓肿	K13	K13.000	TRUE	018	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Lip abscess	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.000x023	唇结节病	K13	K13.000	TRUE	023	subtype	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	LOW	K13.0	Diseases of lips	Diseases of lips	Sarcoidosis of lip	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.001	唇瘘	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	fistula of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.002	唇瘢痕	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	scar of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.003	唇肥厚	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.004	唇畸形	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	deformity of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.005	唇溃疡	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	ulcer of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.006	唇囊肿	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	cyst of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.007	唇息肉	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	polyp of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.008	唇外翻	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.009	唇肉芽肿	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	granuloma of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.010	唇部肿物	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.011	唇蜂窝织炎	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.012	唇鳞状上皮增生	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.013	唇炎	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	inflammation of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.014	口角炎	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Angular cheilitis	CLINICAL_STANDARD	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.015	唇皲裂	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	Diseases of lips	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.0	唇疾病	K13.016	唇疼	K13	K13.0	FALSE		diagnosis	Diseases of lips	Other diseases of lip and oral mucosa	Diseases of lips	MEDIUM	K13.0	Diseases of lips	Diseases of lips	pain of lip	CLINICAL_TRANSLATION	CLINICAL_TRANSLATION
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.1	颊和唇咬伤	K13.100	颊和唇咬伤	K13	K13.1	FALSE		diagnosis	Cheek and lip biting	Other diseases of lip and oral mucosa	Cheek and lip biting	HIGH	K13.1	Cheek and lip biting	Cheek and lip biting	Cheek and lip biting	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.1	颊和唇咬伤	K13.101	颊咬伤	K13	K13.1	FALSE		diagnosis	Cheek and lip biting	Other diseases of lip and oral mucosa	Cheek and lip biting	MEDIUM	K13.1	Cheek and lip biting	Cheek and lip biting	Cheek and lip biting	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200	口腔上皮（包括舌）白斑和其他障碍	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	HIGH	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x004	口腔灶性上皮增生	K13	K13.200	TRUE	004	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Focal epithelial hyperplasia of oral mucosa	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x005	烟斑	K13	K13.200	TRUE	005	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Smoker's patch	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x006	白色角化症	K13	K13.200	TRUE	006	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	White keratosis	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x007	口腔黏膜红斑	K13	K13.200	TRUE	007	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Erythroplakia of oral mucosa	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x009	口腔黏膜白色水肿	K13	K13.200	TRUE	009	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoedema of oral mucosa	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x010	颊鳞状上皮增生	K13	K13.200	TRUE	010	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Squamous epithelial hyperplasia of buccal mucosa	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.200x011	腭黏膜上皮增生	K13	K13.200	TRUE	011	subtype	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	LOW	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Epithelial hyperplasia of palatal mucosa	LOCAL_SUBTYPE_TRANSLATION	DENTAL_TERMINOLOGY
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.201	腭黏膜角化不良	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.202	腭白斑	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.203	口腔白斑	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.204	口腔黏膜过度角化	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.205	舌白斑	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.206	舌白色水肿	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.207	舌良性过度角化症	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.208	牙龈白斑	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.209	颊白斑	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.2	口腔上皮（包括舌）白斑和其他障碍	K13.210	舌鳞状上皮增生	K13	K13.2	FALSE		diagnosis	Leukoplakia and other disturbances of oral epithelium, including tongue	Other diseases of lip and oral mucosa	Leukoplakia and other disturbances of oral epithelium, including tongue	MEDIUM	K13.2	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	Leukoplakia and other disturbances of oral epithelium, including tongue	WHO_PARENT_INHERITED	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.3	毛状白斑	K13.300	毛状白斑	K13	K13.3	FALSE		diagnosis	Hairy leukoplakia	Other diseases of lip and oral mucosa	Hairy leukoplakia	HIGH	K13.3	Hairy leukoplakia	Hairy leukoplakia	Hairy leukoplakia	WHO_EXACT	WHO_ICD10
11 K00-K93 消化系统疾病	K00-K14 口腔、涎腺和颌疾病	K13	唇及口腔粘膜的其他疾病	K13.4	口腔粘膜肉芽肿和类肉芽肿损害	K13.400	口腔黏膜肉芽肿和类肉芽肿损害	K13	K13.4	FALSE		diagnosis	Granuloma and granuloma-like lesions of oral mucosa	Other diseases of lip and oral mucosa	Granuloma and granuloma-like lesions of oral mucosa	HIGH	K13.4	Granuloma and granuloma-like lesions of oral mucosa	Granuloma and granuloma-like lesions of oral mucosa	Granuloma and granuloma-like lesions of oral mucosa	WHO_EXACT	WHO_ICD10
